Respondent,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,WebFrameWorkedWith,WebFrameDesireNextYear,DevEnviron,OpSys,Containers,BlockchainOrg,BlockchainIs
17987,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Android,Angular/Angular.js,Angular/Angular.js,Visual Studio,,,,
17987,Dart,SQL,Other(s):,Other(s):,iOS,iOS,ASP.NET,ASP.NET,Visual Studio Code,,,,
17987,HTML/CSS,TypeScript,,,Windows,Windows,jQuery,jQuery,,,,,
17987,JavaScript,,,,,,,,,,,,
17987,SQL,,,,,,,,,,,,
17987,TypeScript,,,,,,,,,,,,
17992,HTML/CSS,Elixir,Elasticsearch,Cassandra,AWS,Google Cloud Platform,React.js,React.js,Sublime Text,,,,
17992,JavaScript,JavaScript,PostgreSQL,PostgreSQL,Linux,Microsoft Azure,Ruby on Rails,Ruby on Rails,Vim,,,,
17992,Ruby,Ruby,,,,Raspberry Pi,,Vue.js,Visual Studio Code,,,,
17992,SQL,TypeScript,,,,,,,,,,,
17993,Bash/Shell/PowerShell,Rust,DynamoDB,,AWS,Android,Django,,Android Studio,,,,
17993,Go,,MySQL,,Docker,iOS,Flask,,IPython / Jupyter,,,,
17993,JavaScript,,PostgreSQL,,Linux,Raspberry Pi,React.js,,PyCharm,,,,
17993,PHP,,SQLite,,Windows,,,,Vim,,,,
17993,Python,,,,,,,,Visual Studio Code,,,,
17993,Rust,,,,,,,,,,,,
17993,SQL,,,,,,,,,,,,
17996,Java,Kotlin,MariaDB,MongoDB,,,Spring,Django,IntelliJ,,,,
17996,,Python,MySQL,SQLite,,,,,Sublime Text,,,,
17996,,Rust,,,,,,,,,,,
18000,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,DynamoDB,AWS,AWS,,,Atom,,,,
18000,Java,Go,Elasticsearch,Elasticsearch,Docker,Docker,,,IntelliJ,,,,
18000,JavaScript,JavaScript,Firebase,Firebase,Google Cloud Platform,Google Cloud Platform,,,IPython / Jupyter,,,,
18000,Python,Python,PostgreSQL,PostgreSQL,iOS,iOS,,,PyCharm,,,,
18000,Scala,Scala,,,Kubernetes,Kubernetes,,,Vim,,,,
18000,Swift,Swift,,,,,,,Visual Studio Code,,,,
18000,TypeScript,TypeScript,,,,,,,Xcode,,,,
18003,C#,HTML/CSS,Cassandra,Elasticsearch,Docker,Android,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
18003,HTML/CSS,Java,Elasticsearch,Microsoft SQL Server,Linux,AWS,Spring,React.js,Notepad++,,,,
18003,Java,Kotlin,Microsoft SQL Server,Oracle,Microsoft Azure,Docker,,Spring,,,,,
18003,JavaScript,SQL,MySQL,SQLite,Windows,Kubernetes,,Vue.js,,,,,
18003,Python,TypeScript,Oracle,Other(s):,,Linux,,,,,,,
18003,SQL,,PostgreSQL,,,Microsoft Azure,,,,,,,
18003,TypeScript,,SQLite,,,,,,,,,,
18003,,,Other(s):,,,,,,,,,,
18004,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Couchbase,Android,Android,Express,ASP.NET,IntelliJ,,,,
18004,C++,Kotlin,,Firebase,,AWS,React.js,Express,Visual Studio,,,,
18004,C#,Rust,,PostgreSQL,,iOS,Spring,React.js,Visual Studio Code,,,,
18004,HTML/CSS,TypeScript,,,,Microsoft Azure,,Vue.js,,,,,
18004,Java,WebAssembly,,,,,,,,,,,
18004,JavaScript,,,,,,,,,,,,
18004,Python,,,,,,,,,,,,
18004,Rust,,,,,,,,,,,,
18004,TypeScript,,,,,,,,,,,,
18006,Bash/Shell/PowerShell,Go,Firebase,Firebase,Docker,Docker,Angular/Angular.js,Express,Visual Studio Code,,,,
18006,Go,HTML/CSS,MongoDB,MongoDB,iOS,iOS,Express,React.js,,,,,
18006,HTML/CSS,JavaScript,Microsoft SQL Server,PostgreSQL,MacOS,MacOS,React.js,Vue.js,,,,,
18006,JavaScript,Kotlin,MySQL,,,,Vue.js,,,,,,
18006,Python,Python,PostgreSQL,,,,,,,,,,
18006,Swift,Swift,,,,,,,,,,,
18006,TypeScript,TypeScript,,,,,,,,,,,
18006,,WebAssembly,,,,,,,,,,,
18007,Bash/Shell/PowerShell,Java,PostgreSQL,PostgreSQL,Docker,Docker,jQuery,Spring,IntelliJ,,,,
18007,Go,Kotlin,,,Kubernetes,Kubernetes,React.js,,Visual Studio Code,,,,
18007,Java,Python,,,,,Spring,,,,,,
18007,JavaScript,,,,,,,,,,,,
18007,Kotlin,,,,,,,,,,,,
18007,Python,,,,,,,,,,,,
18011,C,Assembly,MySQL,Cassandra,Linux,,,,Vim,,,,
18011,C++,Rust,Oracle,,,,,,,,,,
18011,,WebAssembly,SQLite,,,,,,,,,,
18011,,Other(s):,,,,,,,,,,,
18012,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Android,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
18012,HTML/CSS,HTML/CSS,MySQL,MySQL,Windows,Google Cloud Platform,ASP.NET,ASP.NET,Visual Studio,,,,
18012,JavaScript,JavaScript,,Oracle,,Microsoft Azure,jQuery,jQuery,Visual Studio Code,,,,
18012,SQL,SQL,,SQLite,,Windows,,React.js,,,,,
18012,TypeScript,TypeScript,,,,,,Vue.js,,,,,
18014,Bash/Shell/PowerShell,C#,,,Docker,AWS,ASP.NET,Angular/Angular.js,Notepad++,,,,
18014,C#,Go,,,Google Cloud Platform,Docker,,ASP.NET,Visual Studio,,,,
18014,,Java,,,,Google Cloud Platform,,,Visual Studio Code,,,,
18014,,JavaScript,,,,Kubernetes,,,,,,,
18014,,Python,,,,,,,,,,,
18015,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Firebase,Elasticsearch,Android,Android,Express,Express,Android Studio,,,,
18015,C,C,PostgreSQL,Firebase,Arduino,Arduino,React.js,React.js,Visual Studio Code,,,,
18015,C++,Dart,Redis,PostgreSQL,Docker,Docker,,,,,,,
18015,HTML/CSS,Elixir,,Redis,iOS,iOS,,,,,,,
18015,Java,Go,,,Linux,Kubernetes,,,,,,,
18015,JavaScript,HTML/CSS,,,,Linux,,,,,,,
18015,Kotlin,JavaScript,,,,Slack,,,,,,,
18015,Python,Kotlin,,,,,,,,,,,
18015,Swift,Python,,,,,,,,,,,
18015,,Rust,,,,,,,,,,,
18015,,Swift,,,,,,,,,,,
18016,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Windows,AWS,,Django,IPython / Jupyter,,,,
18016,C#,C#,PostgreSQL,,,Docker,,Flask,Notepad++,,,,
18016,R,Python,SQLite,,,Kubernetes,,,RStudio,,,,
18016,SQL,R,,,,Microsoft Azure,,,Visual Studio,,,,
18016,VBA,SQL,,,,Windows,,,Visual Studio Code,,,,
18017,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Elasticsearch,Elasticsearch,Arduino,Arduino,Flask,Flask,Emacs,,,,
18017,C,C,MongoDB,PostgreSQL,AWS,Docker,jQuery,jQuery,Vim,,,,
18017,C++,C++,PostgreSQL,Redis,Docker,Linux,,,,,,,
18017,HTML/CSS,HTML/CSS,Redis,,iOS,Raspberry Pi,,,,,,,
18017,Java,Java,SQLite,,Kubernetes,,,,,,,,
18017,JavaScript,JavaScript,,,Linux,,,,,,,,
18017,Python,Python,,,Raspberry Pi,,,,,,,,
18017,SQL,SQL,,,,,,,,,,,
18022,Bash/Shell/PowerShell,C++,Cassandra,MySQL,Arduino,Android,,Angular/Angular.js,Vim,,,,
18022,C,JavaScript,MySQL,,AWS,Arduino,,React.js,Visual Studio Code,,,,
18022,C++,Ruby,Redis,,Docker,AWS,,Vue.js,Xcode,,,,
18022,Erlang,Swift,,,iOS,Docker,,,,,,,
18022,Python,,,,Linux,iOS,,,,,,,
18022,SQL,,,,,Linux,,,,,,,
18022,Swift,,,,,,,,,,,,
18023,C,C,MongoDB,MySQL,Arduino,Arduino,Django,Django,Notepad++,,,,
18023,C++,C++,MySQL,SQLite,Linux,Linux,,,Vim,,,,
18023,Python,Python,SQLite,,Raspberry Pi,Raspberry Pi,,,,,,,
18023,SQL,SQL,,,Windows,Windows,,,,,,,
18027,HTML/CSS,HTML/CSS,DynamoDB,DynamoDB,AWS,AWS,React.js,React.js,Atom,,,,
18027,JavaScript,JavaScript,MySQL,MySQL,Docker,Docker,,,Xcode,,,,
18027,Objective-C,Objective-C,,,iOS,iOS,,,,,,,
18027,SQL,SQL,,,Linux,Linux,,,,,,,
18027,Swift,Swift,,,MacOS,MacOS,,,,,,,
18029,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Android,Microsoft Azure,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
18029,HTML/CSS,HTML/CSS,PostgreSQL,,Arduino,Windows,ASP.NET,ASP.NET,Eclipse,,,,
18029,Java,JavaScript,SQLite,,Docker,,jQuery,jQuery,Notepad++,,,,
18029,JavaScript,SQL,,,Microsoft Azure,,,,Visual Studio,,,,
18029,SQL,TypeScript,,,Windows,,,,Visual Studio Code,,,,
18029,TypeScript,,,,,,,,,,,,
18030,C++,C#,Microsoft SQL Server,Firebase,Android,Arduino,jQuery,ASP.NET,Android Studio,,,,
18030,HTML/CSS,Python,MySQL,MongoDB,iOS,Google Cloud Platform,,,Visual Studio,,,,
18030,Java,,SQLite,,Raspberry Pi,IBM Cloud or Watson,,,Visual Studio Code,,,,
18030,JavaScript,,,,WordPress,MacOS,,,Xcode,,,,
18030,Objective-C,,,,,Windows,,,,,,,
18030,PHP,,,,,,,,,,,,
18030,SQL,,,,,,,,,,,,
18030,Swift,,,,,,,,,,,,
18031,Assembly,Bash/Shell/PowerShell,MariaDB,MariaDB,Linux,Android,ASP.NET,ASP.NET,Visual Studio,,,,
18031,Bash/Shell/PowerShell,C#,Microsoft SQL Server,Microsoft SQL Server,MacOS,AWS,jQuery,jQuery,,,,,
18031,C#,Go,MySQL,Other(s):,Windows,Microsoft Azure,,,,,,,
18031,HTML/CSS,JavaScript,Oracle,,,Windows,,,,,,,
18031,Java,SQL,Other(s):,,,,,,,,,,
18031,JavaScript,,,,,,,,,,,,
18031,Python,,,,,,,,,,,,
18031,SQL,,,,,,,,,,,,
18031,VBA,,,,,,,,,,,,
18033,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET,ASP.NET,Visual Studio,,,,
18033,HTML/CSS,HTML/CSS,,,Slack,Windows,jQuery,jQuery,,,,,
18033,JavaScript,JavaScript,,,Windows,,,,,,,,
18033,SQL,SQL,,,,,,,,,,,
18033,TypeScript,TypeScript,,,,,,,,,,,
18033,,WebAssembly,,,,,,,,,,,
18035,HTML/CSS,HTML/CSS,MariaDB,Couchbase,Docker,AWS,Flask,Angular/Angular.js,Visual Studio Code,,,,
18035,JavaScript,JavaScript,,DynamoDB,Linux,Docker,,Express,,,,,
18035,PHP,Python,,Elasticsearch,Windows,Heroku,,Laravel,,,,,
18035,SQL,SQL,,MongoDB,WordPress,iOS,,React.js,,,,,
18035,,TypeScript,,Redis,,Kubernetes,,Vue.js,,,,,
18035,,,,,,Linux,,,,,,,
18035,,,,,,Raspberry Pi,,,,,,,
18035,,,,,,Slack,,,,,,,
18035,,,,,,Windows,,,,,,,
18035,,,,,,WordPress,,,,,,,
18038,HTML/CSS,JavaScript,MariaDB,MariaDB,Linux,iOS,jQuery,Angular/Angular.js,Atom,,,,
18038,JavaScript,PHP,MongoDB,MongoDB,WordPress,Linux,,Laravel,PHPStorm,,,,
18038,PHP,Python,MySQL,MySQL,,MacOS,,,Sublime Text,,,,
18038,SQL,SQL,PostgreSQL,PostgreSQL,,WordPress,,,Visual Studio Code,,,,
18038,,Swift,,,,,,,,,,,
18042,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Android,Android,Angular/Angular.js,Angular/Angular.js,Notepad++,,,,
18042,C#,C++,Microsoft SQL Server,Redis,Linux,AWS,ASP.NET,ASP.NET,Visual Studio,,,,
18042,HTML/CSS,C#,MySQL,,Microsoft Azure,Linux,jQuery,jQuery,Visual Studio Code,,,,
18042,JavaScript,HTML/CSS,Redis,,Raspberry Pi,Microsoft Azure,React.js,React.js,,,,,
18042,TypeScript,JavaScript,,,Windows,Raspberry Pi,,,,,,,
18042,,,,,WordPress,Windows,,,,,,,
18042,,,,,,WordPress,,,,,,,
18043,HTML/CSS,Clojure,Cassandra,Firebase,AWS,AWS,Express,Express,Sublime Text,,,,
18043,Java,Elixir,Elasticsearch,PostgreSQL,Docker,Docker,React.js,React.js,Vim,,,,
18043,JavaScript,Go,Firebase,Redis,Google Cloud Platform,Google Cloud Platform,Ruby on Rails,Ruby on Rails,,,,,
18043,Ruby,Kotlin,PostgreSQL,,Heroku,Heroku,Spring,Vue.js,,,,,
18043,SQL,Ruby,Redis,,Kubernetes,MacOS,,,,,,,
18043,,SQL,,,MacOS,Slack,,,,,,,
18043,,WebAssembly,,,Slack,,,,,,,,
18044,C#,C#,Microsoft SQL Server,Microsoft SQL Server,Windows,Windows,ASP.NET,ASP.NET,Notepad++,,,,
18044,HTML/CSS,HTML/CSS,,,,,jQuery,jQuery,Visual Studio,,,,
18044,Java,Java,,,,,,,,,,,
18044,JavaScript,JavaScript,,,,,,,,,,,
18044,SQL,SQL,,,,,,,,,,,
18046,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MongoDB,MongoDB,Docker,AWS,Express,Express,Vim,,,,
18046,HTML/CSS,Go,,PostgreSQL,MacOS,Docker,jQuery,React.js,Visual Studio Code,,,,
18046,JavaScript,HTML/CSS,,SQLite,Windows,Heroku,React.js,Vue.js,,,,,
18046,,JavaScript,,,,Kubernetes,,,,,,,
18046,,Python,,,,Linux,,,,,,,
18046,,Rust,,,,MacOS,,,,,,,
18046,,TypeScript,,,,Raspberry Pi,,,,,,,
18046,,WebAssembly,,,,Slack,,,,,,,
18046,,,,,,Windows,,,,,,,
18049,JavaScript,Go,MongoDB,PostgreSQL,AWS,,Django,Express,PyCharm,,,,
18049,Python,,,Redis,Linux,,Express,,Visual Studio Code,,,,
18051,HTML/CSS,HTML/CSS,MariaDB,MariaDB,Linux,Linux,jQuery,jQuery,Notepad++,,,,
18051,JavaScript,JavaScript,MySQL,MySQL,Windows,Windows,Vue.js,Vue.js,,,,,
18051,PHP,PHP,SQLite,SQLite,,,,,,,,,
18051,SQL,SQL,,,,,,,,,,,
18051,Other(s):,Other(s):,,,,,,,,,,,
18055,HTML/CSS,Go,,Firebase,MacOS,Docker,Angular/Angular.js,Django,Visual Studio Code,,,,
18055,JavaScript,HTML/CSS,,MongoDB,Slack,Google Cloud Platform,jQuery,Express,,,,,
18055,,JavaScript,,,WordPress,MacOS,React.js,React.js,,,,,
18055,,Python,,,,Slack,,Vue.js,,,,,
18058,HTML/CSS,Go,,,Linux,Android,,Angular/Angular.js,IntelliJ,,,,
18058,Java,HTML/CSS,,,Windows,Docker,,jQuery,Sublime Text,,,,
18058,JavaScript,Java,,,,Kubernetes,,React.js,Visual Studio Code,,,,
18058,Other(s):,JavaScript,,,,Linux,,,,,,,
18058,,Kotlin,,,,Windows,,,,,,,
18058,,TypeScript,,,,,,,,,,,
18065,HTML/CSS,Java,Elasticsearch,MySQL,Android,,,,Eclipse,,,,
18065,Java,,MariaDB,,Docker,,,,Sublime Text,,,,
18065,PHP,,MySQL,,IBM Cloud or Watson,,,,Xcode,,,,
18065,SQL,,,,iOS,,,,,,,,
18065,Swift,,,,Windows,,,,,,,,
18068,HTML/CSS,C,Microsoft SQL Server,MongoDB,Linux,Android,jQuery,jQuery,Android Studio,,,,
18068,JavaScript,C++,MySQL,Microsoft SQL Server,Windows,Arduino,,Laravel,Notepad++,,,,
18068,PHP,Go,,MySQL,,AWS,,React.js,Sublime Text,,,,
18068,,HTML/CSS,,Oracle,,Docker,,Vue.js,Visual Studio Code,,,,
18068,,JavaScript,,,,iOS,,,Xcode,,,,
18068,,PHP,,,,Linux,,,,,,,
18068,,Python,,,,MacOS,,,,,,,
18068,,TypeScript,,,,Windows,,,,,,,
18068,,,,,,Other(s):,,,,,,,
18069,JavaScript,JavaScript,MySQL,MongoDB,Docker,Linux,React.js,Express,PHPStorm,,,,
18069,,,PostgreSQL,,Linux,WordPress,,React.js,,,,,
18069,,,,,WordPress,,,,,,,,
18072,C,C++,,Cassandra,Heroku,Arduino,Django,Angular/Angular.js,NetBeans,,,,
18072,HTML/CSS,HTML/CSS,,DynamoDB,Linux,Heroku,Express,Django,Visual Studio Code,,,,
18072,Java,Java,,Firebase,Raspberry Pi,Linux,jQuery,Express,,,,,
18072,JavaScript,JavaScript,,MongoDB,Slack,Raspberry Pi,React.js,jQuery,,,,,
18072,Python,PHP,,Microsoft SQL Server,Windows,Slack,,React.js,,,,,
18072,SQL,Python,,MySQL,,Windows,,Vue.js,,,,,
18072,,R,,SQLite,,,,,,,,,
18072,,SQL,,,,,,,,,,,
18072,,TypeScript,,,,,,,,,,,
18074,Java,Java,MongoDB,MongoDB,Docker,Docker,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
18074,TypeScript,TypeScript,Microsoft SQL Server,,,,Spring,Spring,Notepad++,,,,
18074,,,Oracle,,,,,,,,,,
18075,Bash/Shell/PowerShell,Bash/Shell/PowerShell,SQLite,SQLite,Linux,Linux,Flask,Flask,Coda,,,,
18075,HTML/CSS,HTML/CSS,,,Raspberry Pi,MacOS,,,Sublime Text,,,,
18075,Java,Python,,,Other(s):,Raspberry Pi,,,,,,,
18075,JavaScript,Ruby,,,,Other(s):,,,,,,,
18075,Python,Swift,,,,,,,,,,,
18076,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MySQL,MySQL,,,Laravel,Laravel,PHPStorm,,,,
18076,HTML/CSS,HTML/CSS,,,,,,,,,,,
18076,JavaScript,JavaScript,,,,,,,,,,,
18076,PHP,PHP,,,,,,,,,,,
18077,Bash/Shell/PowerShell,C#,Firebase,Firebase,Android,Android,Angular/Angular.js,Angular/Angular.js,Android Studio,,,,
18077,C#,HTML/CSS,Microsoft SQL Server,Redis,iOS,iOS,ASP.NET,React.js,Visual Studio,,,,
18077,HTML/CSS,JavaScript,Redis,,Microsoft Azure,Microsoft Azure,React.js,Vue.js,Visual Studio Code,,,,
18077,Java,R,,,,,,,Xcode,,,,
18077,JavaScript,TypeScript,,,,,,,,,,,
18077,Objective-C,,,,,,,,,,,,
18077,Swift,,,,,,,,,,,,
18077,TypeScript,,,,,,,,,,,,
18080,Bash/Shell/PowerShell,Bash/Shell/PowerShell,,,Windows,Android,jQuery,,Visual Studio,,,,
18080,C#,C#,,,,Windows,,,,,,,
18080,HTML/CSS,,,,,,,,,,,,
18080,JavaScript,,,,,,,,,,,,
18081,Bash/Shell/PowerShell,Go,MongoDB,,AWS,,Flask,Angular/Angular.js,Visual Studio Code,,,,
18081,HTML/CSS,,MySQL,,Docker,,Ruby on Rails,React.js,,,,,
18081,JavaScript,,PostgreSQL,,Google Cloud Platform,,Other(s):,,,,,,
18081,PHP,,Redis,,Kubernetes,,,,,,,,
18081,Python,,SQLite,,Linux,,,,,,,,
18081,Ruby,,,,MacOS,,,,,,,,
18081,SQL,,,,Slack,,,,,,,,
18081,,,,,WordPress,,,,,,,,
18083,HTML/CSS,Go,Firebase,Firebase,Docker,Docker,Django,Django,PyCharm,,,,
18083,JavaScript,HTML/CSS,MongoDB,MongoDB,Linux,Linux,jQuery,React.js,Visual Studio Code,,,,
18083,Python,JavaScript,Microsoft SQL Server,,MacOS,MacOS,React.js,Vue.js,,,,,
18083,Ruby,Python,,,Windows,,Vue.js,,,,,,
18083,Swift,,,,,,,,,,,,
18087,C#,HTML/CSS,MariaDB,MariaDB,AWS,Windows,Django,Vue.js,IntelliJ,,,,
18087,HTML/CSS,JavaScript,Microsoft SQL Server,PostgreSQL,Windows,,Vue.js,,Sublime Text,,,,
18087,Java,Python,PostgreSQL,Redis,WordPress,,,,Visual Studio Code,,,,
18087,JavaScript,SQL,Redis,,,,,,,,,,
18087,Python,Other(s):,,,,,,,,,,,
18087,SQL,,,,,,,,,,,,
18087,Other(s):,,,,,,,,,,,,
18097,C#,Python,Microsoft SQL Server,Microsoft SQL Server,Windows,Linux,,,IPython / Jupyter,,,,
18097,F#,Rust,MySQL,,,,,,Sublime Text,,,,
18097,Python,SQL,,,,,,,Visual Studio,,,,
18097,SQL,Other(s):,,,,,,,Visual Studio Code,,,,
18097,VBA,,,,,,,,,,,,
18099,Bash/Shell/PowerShell,Bash/Shell/PowerShell,,,Microsoft Azure,Android,,ASP.NET,Visual Studio,,,,
18099,C#,C++,,,Windows,iOS,,React.js,Visual Studio Code,,,,
18099,Python,C#,,,,Microsoft Azure,,,,,,,
18099,,JavaScript,,,,Windows,,,,,,,
18099,,Python,,,,,,,,,,,
18099,,Swift,,,,,,,,,,,
18101,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Cassandra,Elasticsearch,Android,Android,Express,Vue.js,Vim,,,,
18101,Elixir,Dart,Elasticsearch,Redis,Arduino,Arduino,React.js,,Visual Studio Code,,,,
18101,HTML/CSS,Elixir,MongoDB,Other(s):,Docker,Docker,Vue.js,,,,,,
18101,Java,HTML/CSS,PostgreSQL,,Google Cloud Platform,Kubernetes,,,,,,,
18101,JavaScript,Java,Redis,,Kubernetes,Linux,,,,,,,
18101,SQL,JavaScript,Other(s):,,Linux,Other(s):,,,,,,,
18101,TypeScript,SQL,,,Slack,,,,,,,,
18101,,TypeScript,,,Other(s):,,,,,,,,
18107,C#,C#,Microsoft SQL Server,,Windows,AWS,ASP.NET,Express,Notepad++,,,,
18107,HTML/CSS,HTML/CSS,,,,Docker,jQuery,React.js,Visual Studio,,,,
18107,JavaScript,JavaScript,,,,Kubernetes,,,Visual Studio Code,,,,
18107,SQL,WebAssembly,,,,Microsoft Azure,,,,,,,
18107,TypeScript,,,,,,,,,,,,
18109,C#,C#,Oracle,PostgreSQL,Docker,Docker,Angular/Angular.js,Angular/Angular.js,PHPStorm,,,,
18109,JavaScript,,PostgreSQL,,Linux,Linux,ASP.NET,ASP.NET,Visual Studio,,,,
18109,PHP,,,,,,Laravel,,Visual Studio Code,,,,
18113,Elixir,Elixir,MongoDB,Cassandra,AWS,AWS,React.js,React.js,Atom,,,,
18113,JavaScript,Erlang,PostgreSQL,Elasticsearch,Slack,Docker,Ruby on Rails,Ruby on Rails,Sublime Text,,,,
18113,Ruby,JavaScript,,PostgreSQL,,Kubernetes,Other(s):,Other(s):,Vim,,,,
18113,,Ruby,,Other(s):,,Slack,,,Visual Studio Code,,,,
18113,,Rust,,,,,,,,,,,
18114,Python,Python,Couchbase,MongoDB,IBM Cloud or Watson,IBM Cloud or Watson,Django,Express,Sublime Text,,,,
18114,,,MongoDB,Redis,Microsoft Azure,Microsoft Azure,Express,,Visual Studio Code,,,,
18114,,,Microsoft SQL Server,,,,,,,,,,
18114,,,Redis,,,,,,,,,,
18116,HTML/CSS,JavaScript,Microsoft SQL Server,MySQL,Android,Android,jQuery,jQuery,Sublime Text,,,,
18116,JavaScript,PHP,MySQL,,iOS,Linux,React.js,React.js,,,,,
18116,PHP,Other(s):,Oracle,,Linux,Windows,,,,,,,
18116,Other(s):,,Redis,,Windows,,,,,,,,
18118,Bash/Shell/PowerShell,Bash/Shell/PowerShell,Microsoft SQL Server,Microsoft SQL Server,Android,Android,ASP.NET,ASP.NET,Android Studio,,,,
18118,C#,C++,MySQL,MySQL,Arduino,Arduino,jQuery,jQuery,Atom,,,,
18118,HTML/CSS,C#,PostgreSQL,PostgreSQL,Docker,AWS,,,Notepad++,,,,
18118,Java,HTML/CSS,SQLite,,iOS,Docker,,,Visual Studio,,,,
18118,JavaScript,Java,,,Linux,iOS,,,Xcode,,,,
18118,Objective-C,JavaScript,,,Windows,Linux,,,,,,,
18118,PHP,Objective-C,,,,MacOS,,,,,,,
18118,SQL,SQL,,,,Windows,,,,,,,
18118,Swift,Swift,,,,,,,,,,,
18118,VBA,Other(s):,,,,,,,,,,,
18118,Other(s):,,,,,,,,,,,,
18123,Assembly,HTML/CSS,,PostgreSQL,Docker,Docker,jQuery,,Emacs,,,,
18123,C,JavaScript,,Other(s):,Linux,Kubernetes,,,,,,,
18123,HTML/CSS,Python,,,,Linux,,,,,,,
18123,JavaScript,,,,,,,,,,,,
18123,Python,,,,,,,,,,,,
18123,Other(s):,,,,,,,,,,,,
18124,Bash/Shell/PowerShell,Bash/Shell/PowerShell,MariaDB,MariaDB,Arduino,AWS,Angular/Angular.js,Angular/Angular.js,IntelliJ,,,,
18124,HTML/CSS,Go,MongoDB,MongoDB,AWS,Docker,Django,Express,Notepad++,,,,
18124,JavaScript,HTML/CSS,MySQL,MySQL,Docker,Heroku,Express,React.js,Vim,,,,
18124,Python,JavaScript,Redis,Redis,Google Cloud Platform,Linux,jQuery,Vue.js,Visual Studio Code,,,,
18124,SQL,SQL,,,Heroku,MacOS,,,,,,,
18124,TypeScript,TypeScript,,,Kubernetes,Microsoft Azure,,,,,,,
18124,,,,,Linux,Raspberry Pi,,,,,,,
18124,,,,,MacOS,Slack,,,,,,,
18124,,,,,Raspberry Pi,Windows,,,,,,,
18124,,,,,Slack,,,,,,,,
18124,,,,,Windows,,,,,,,,
18124,,,,,WordPress,,,,,,,,
18131,Assembly,C,,,Docker,Docker,,,Vim,,,,
18131,C,C++,,,Google Cloud Platform,Google Cloud Platform,,,,,,,
18131,C++,Go,,,Linux,Linux,,,,,,,
18131,JavaScript,Python,,,Other(s):,Other(s):,,,,,,,
18131,Python,Rust,,,,,,,,,,,
18131,Ruby,WebAssembly,,,,,,,,,,,
18135,Bash/Shell/PowerShell,Bash/Shell/PowerShell,DynamoDB,PostgreSQL,Android,AWS,ASP.NET,Express,Android Studio,,,,
18135,C#,HTML/CSS,MongoDB,Redis,AWS,Docker,Express,React.js,IntelliJ,,,,
18135,HTML/CSS,JavaScript,PostgreSQL,,Docker,Kubernetes,React.js,,Vim,,,,
18135,JavaScript,Kotlin,Redis,,iOS,Linux,,,Visual Studio Code,,,,
18135,Kotlin,SQL,,,Kubernetes,,,,,,,,
18135,SQL,TypeScript,,,Linux,,,,,,,,
18135,TypeScript,,,,Windows,,,,,,,,
18137,C,Kotlin,PostgreSQL,PostgreSQL,Docker,Android,React.js,React.js,Vim,,,,
18137,JavaScript,Rust,,SQLite,Linux,Docker,,,,,,,
18137,Rust,WebAssembly,,,MacOS,iOS,,,,,,,
18137,TypeScript,,,,Windows,Linux,,,,,,,
18137,,,,,,Raspberry Pi,,,,,,,
18137,,,,,,Windows,,,,,,,
18143,C++,Assembly,MongoDB,Elasticsearch,Linux,AWS,Angular/Angular.js,Angular/Angular.js,Eclipse,,,,
18143,HTML/CSS,HTML/CSS,Redis,MongoDB,Slack,Docker,Express,Express,Notepad++,,,,
18143,JavaScript,Java,,MySQL,Windows,Linux,Flask,Laravel,Sublime Text,,,,
18143,PHP,JavaScript,,Oracle,,Raspberry Pi,,React.js,Visual Studio Code,,,,
18143,TypeScript,PHP,,Redis,,Slack,,Vue.js,,,,,
18143,,SQL,,,,Windows,,,,,,,
18143,,TypeScript,,,,,,,,,,,
18143,,WebAssembly,,,,,,,,,,,
18145,C++,PHP,MySQL,,Android,Docker,ASP.NET,React.js,Android Studio,,,,
18145,C#,Python,,,WordPress,IBM Cloud or Watson,jQuery,Ruby on Rails,IntelliJ,,,,
18145,HTML/CSS,R,,,,,,Vue.js,Notepad++,,,,
18145,JavaScript,Ruby,,,,,,,Visual Studio,,,,
18145,SQL,TypeScript,,,,,,,Visual Studio Code,,,,
